"SpeciesID","GenusID","Species","PsFurtherTaxa","SortOrder","SAuthor","N_D","NameDK","NameUK","SpEu","SpFO","SpGL","SpAZ","SBiolEuDK","SBiolEuUK","SBiolDkDK","SBiolDkUK","SBiolFoDK","SBiolFoUK","SBiolGlDK","SBiolGlUK","SBiolAzUK","SCharDK","SCharUK","MSize","FSize","SHabEuDK","SHabEuUK","SHabDkDK","SHabDkUK","SHabFoDK","SHabFoUK","SHabGlDK","SHabGlUK","SHabAzUK","SMatEuDK","SMatEuUK","SMatDkDK","SMatDkUK","SMatFoDK","SMatFoUK","SMatGlDK","SMatGlUK","SMatAzUK","SOriginFO","SOriginAZ","Notes","SDistriEuDK","SDistriEuUK","SDistriDkDK","SDistriDkUK","SDistriFoDK","SDistriFoUK","SDistriGlDK","SDistriGlUK","SDistriAzUK","P_Distribution","VH_Distribution","AD","AL","AUT","BA","BE","BG","BYR","CH","CY","CZ","DE","DK","EE","ES_BAL","ES_CNY","ES_SPA","FI","FO","FR_COR","FR","GB","GB_CI","GB_GI","GB_NI","GR_AEG","GR_CYC","GR_DOD","GR_GRC","GR_KRI","HR","HU","ICL","IE","IT_ITA","IT_SAR","IT_SI","LI","LT","LU","LV","MC","MD","MK","MT","NL","NO_NOR","NO_SVA","PL","PT_AZO","PT_MDR","PT_POR","PT_SEL","RO","RU_FJL","RU_KGD","RU_NOZ","RU_RUC","RU_RUE","RU_RUN","RU_RUS","RU_RUW","SE","SI","SK","SM","TR_TUE","UA","VA","YU"
"6","1","pubescens","0","","(Thorell, 1856)","0","","","0","0","0","0","","","","","","","","","","Det er en relativ lille art som alene på størrelsen kan adskilles fra slægtens to øvrige arter, selvom den udseendemæssigt ligner. Arten er dog en anelse blegere.","Similar in general appearance to the other two species of the genus, however slightly paler. The relatively small size of the adults ease species identification.","5-7","6-8","Tørre eller let fugtige lysåbne steder såsom heder, skovkanter og lysåbne skove.","Dry or somewhat moist habitats such as heather, forest edges and open forests.","","","","","","","","Forår og tidlig sommer.","Spring and early summer.","","","","","","","","","","","Findes spredt i Danmark men er ikke særlig almindelig. Det samme gælder for resten af Europa.","Widespread in Denmark and Europe but rather uncommon.","","","","","","","","Palearctic","Andorra, Austria, Belarus, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France (Corsica), France (Mainland), Germany, Great Britain (Mainland), Greece (Crete), Greece (Dodecanese Islands), Greece (Mainland), Hungary, Italy (Mainland), Italy (Sicily), Latvia, Liechtenstein, Lithuania, Macedonia, Netherlands, Norway (Mainland), Poland, Portugal (Mainland), Romania, Russia (Central European), Russia (Eastern European), Russia (Kaliningrad Region), Russia (Northern European), Russia (NW. European), Russia (Southern European), Slovakia, Slovenia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","P","P","","P","P","P","P","","","P","P","","P","P","P","","","","","","P","P","P","P","P","","","P","","P","P","P","","P","","","P","","P","P","","P","","","P","","P","","P","","P","P","P","P","P","P","P","P","","","P","","P"
"8","2","dalmatensis","0","","(L. Koch, 1866)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Palearctic","Austria, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, France (Corsica), France (Mainland), Germany, Great Britain (Mainland), Greece (Crete), Greece (Mainland), Hungary, Italy (Mainland), Italy (Sardinia), Italy (Sicily), Lithuania, Macedonia, Netherlands, Poland, Portugal (Madeira), Portugal (Mainland), Portugal (Selvagens Islands), Romania, Russia (Eastern European), Russia (Southern European), Slovakia, Spain (Balearic Islands), Spain (Canary Islands), Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","","","P","","P","P","","P","","P","P","P","","P","P","P","","","P","P","P","","","","","","","P","P","P","P","","","P","P","P","","P","","","","","P","","P","","","P","","P","P","P","P","","","","","P","","P","","P","","P","","","P","","P"
"22","4","latreillei","0","","(Simon, 1878)","0","","","0","0","0","0","","","","","","","","","","Ret stor, blanksort art med et par kontrasterende orange plader (operculae)  foran kønsfuren. Bortset fra operculae er de  yderste led af benene (tarsi) det eneste der ikke er helt sort på arten, i det de typisk er brungrå.","Large, shiny black species.  Except for orange operculae, the only non black parts are the tarsi which are brownish-grey.","4.5-7.5","7-8","Varmede sandede steder, eksempelvis klitter, marint forland, lysåbne skove på sandbund.","In a variety of dry situations, such as dunes, sandy foreland and open forest on sandy soil.","","","","","","","","Forår og sommer.","Spring and summer.","","","","","","","","","","","Vidt udbredt i Danmark og Europa og ret almindelig.","Widespread in Denmark and Europa.","","","","","","","","Palearctic","Andorra, Austria, Belarus, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France (Mainland), Germany, Great Britain (Mainland), Hungary, Ireland, Italy (Mainland), Latvia, Liechtenstein, Lithuania, Moldova, Netherlands, Norway (Mainland), Poland, Portugal (Mainland), Romania, Russia (Central European), Russia (Eastern European), Russia (Kaliningrad Region), Russia (Northern European), Russia (NW. European), Slovakia, Slovenia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","P","P","","P","P","P","P","","","P","P","","","P","P","","","","","","","","","P","P","","P","P","","","P","P","","P","","P","","","P","P","","P","","","P","","P","","P","","P","P","P","","P","P","P","P","","","P","","P"
"23","4","longipes","0","","(L. Koch, 1866)","0","","","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I","","","","","","","","","","São Miguel","Palearctic","Andorra, Austria, Belarus, Belgium, Bulgaria, Czech Republic, Denmark, Estonia, Finland, France (Mainland), Germany, Great Britain (Mainland), Greece (Mainland), Hungary, Italy (Mainland), Latvia, Lithuania, Macedonia, Netherlands, Norway (Mainland), Poland, Portugal (Azores), Portugal (Madeira), Portugal (Mainland), Portugal (Selvagens Islands), Romania, Russia (Central European), Russia (Eastern European), Russia (Southern European), Slovakia, Spain (Balearic Islands), Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","P","P","","P","P","P","P","P","","P","P","","","P","P","","","","","","","P","","","P","","","P","","","","P","","P","","","P","","P","P","","P","P","P","P","P","P","","","","P","P","","P","","P","","P","","","P","","P"
"24","4","petrensis","0","","(C. L. Koch, 1839)","0","","","0","0","0","0","","","","","","","","","","Stort set identisk i udseende med <i>Z. latreillei</i>, men en anelse mindre. De to arter kan nok kun adskilles ved at sammenligne de udvendige kønsorganer under stereolup.","Almost identical to <i>Z. latreillei</i> but slightly smaller. The two species are only separated by examinating the genitilia using a microscope.","5-6","6-7","I Danmark typisk på heder og i varme, sandede skove. Mindre kystbunden end <i>Z. latreillei</i>.","Heather and sandy pine forests. Less coastal in distribution than <i>Z. latreillei</i>.","","","","","","","","Forår og sommer.","Spring and summer.","","","","","","","","","","","Ret almindelig på heder i Midt- og Østjylland. Sjælden i Østdanmark. Vidt udbredt i Europa.","Locally common in Denmark, especially in the central and eastern parts of Jutland. Widespread in Europe.","","","","","","","","Europe to Central Asia","Andorra, Austria, Belgium, Bulgaria, Czech Republic, Denmark, Estonia, Finland, France (Mainland), Germany, Great Britain (Mainland), Hungary, Italy (Mainland), Italy (Sicily), Latvia, Liechtenstein, Lithuania, Macedonia, Netherlands, Norway (Mainland), Poland, Romania, Russia (Central European), Russia (Eastern European), Russia (Northern European), Russia (NW. European), Russia (Southern European), Slovakia, Slovenia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","","P","","P","P","P","P","","","P","P","","","P","P","","","","","","","","","","P","","","P","","P","P","P","","P","","","P","","P","P","","P","","","","","P","","","","P","P","P","P","P","P","P","P","","","P","","P"
"25","4","electus","0","","(C. L. Koch, 1839)","0","","","0","0","0","0","","","","","","","","","","<i>Zelotes electus</i> har grundet de relativt kraftige ben et karakteristisk robust udseende. Arten er også speciel ved at have en meget kompakt øjegruppe, hvor de forreste midterøjne er sammenhængende med de forreste laterale øjne. Som hos andre <i>Zelotes</i> og <i>Zelotes</i>-lignende arter er benenes pigmentering en god hjælp i artsbestemmelsen. <i>Zelotes electus</i> er kendetegnet ved at have lysebrune, apikalt mørke femora, mørke patella, mørke tibia, mellembrune metatarsi og lysebrune tarsi.","<i>Zelotes electus</i> has stout legs compared to other <i>Zelotes</i> species and therefore appear robust. The species is also characterised by compactly grouped eyes, where the anterior medials are contiguous with the anterior laterals. The pigmentation of the legs aids in distinguishing the species in this genus as well as for a few closely related genera. <i>Zelotes electus</i> has femora brown but darkened apically, dark patella, dark tibia, brown or orange metatarsi and tarsi.","3.5-4.5","4-5.5","Klitter og klitheder med laver og blotlagt sand. Ses jævnligt løbe omkring i solskin.","Locally common in coastal dunes with lichens and low vegetation sometimes also further inland. The spider is frquently seen running about in sunshine.","","","","","","","","Forår og sommer.","Spring and summer.","","","","","","","","","","","Arten er lokalt almindelig ved kysterne, hvor der er egnet habitat. Undertiden træffes den også i sandede områder i indlandet.","Locally common in coastal areas such as dunes and other sandy habitats with low vegetation and stones. Sometimes the species is also found in dunes away from the coast.","","","","","","","","Europe to Central Asia","Austria, Belarus, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France (Mainland), Germany, Great Britain (Mainland), Great Britain (Northern Ireland), Greece (Dodecanese Islands)?, Greece (Mainland), Hungary, Ireland, Italy (Mainland), Italy (Sicily), Lithuania, Macedonia, Netherlands, Norway (Mainland), Poland, Romania, Russia (Central European), Russia (Eastern European), Russia (NW. European), Russia (Southern European), Slovakia, Slovenia, Sweden, Switzerland, Ukraine, Yugoslavia","","","P","","P","P","P","P","","P","P","P","P","","","","P","","","P","P","","","P","","","PQ","P","","P","P","","P","P","","P","","P","","","","","P","","P","P","","P","","","","","P","","","","P","P","","P","P","P","P","P","","","P","","P"
"26","4","apricorum","0","","(L. Koch, 1876)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Europe to Kazakhstan","Austria, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia?, France (Mainland), Germany, Great Britain (Mainland), Greece (Mainland), Hungary, Ireland, Italy (Mainland), Italy (Sicily), Latvia?, Liechtenstein, Macedonia, Moldova, Poland, Romania, Russia (Central European), Russia (Eastern European), Russia (Northern European), Russia (NW. European), Russia (Southern European), Slovakia, Slovenia, Spain (Mainland), Switzerland, Ukraine, Yugoslavia","","","P","","P","P","","P","","P","P","P","PQ","","","P","","","","P","P","","","","","","","P","","P","P","","P","P","","P","P","","","PQ","","P","P","","","","","P","","","","","P","","","","P","P","P","P","P","","P","P","","","P","","P"
"27","4","subterraneus","0","","(C. L. Koch, 1833) ","0","","","0","0","0","0","","","","","","","","","","Denne art ligner <i>Z. latreillei</i> til forveksling, men er gennemsnitlig en anelse større. Arterne kan kun adskilles under stereolup.","Very similar to <i>Z. latreillei</i>, but is on the average, slightly larger. Microscopic examination is needed for proper species identification.","5-6","6.5-9","Tørre steder med lav vegetation samt lysåbne skove på sandbund.","Dry places with low vegetation and open forests.","","","","","","","","Forår og sommer.","Spring and summer.","","","","","","","","","","","Måske den almindeligste art i slægten, kendt fra alle landsdele. Vidt udbredt i Europa.","Probably the most common species of the genus in Denmark with records from all districts. Widespread in Europe.","","","","","","","","Palearctic","Andorra, Austria, Belarus, Belgium, Bulgaria, Czech Republic, Denmark, Estonia, Finland, France (Mainland), Germany, Great Britain (Mainland), Greece (Crete), Greece (Dodecanese Islands), Greece (Mainland), Hungary, Italy (Mainland), Latvia, Liechtenstein, Lithuania, Macedonia, Netherlands, Norway (Mainland), Poland, Portugal (Mainland), Romania, Russia (Central European), Russia (Eastern European), Russia (Northern European), Russia (NW. European), Russia (Southern European), Slovakia, Slovenia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","P","P","","P","P","P","P","","","P","P","","","P","P","","","","","","P","P","P","","P","","","P","","","P","P","","P","","","P","","P","P","","P","","","P","","P","","","","P","P","P","P","P","P","P","P","","","P","","P"
"28","5","lugubris","0","","(C. L. Koch, 1839)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Europe to Central Asia","Andorra, Austria, Belgium, Bulgaria, Croatia, Czech Republic, Estonia, France (Mainland), Germany, Great Britain (Mainland), Greece (Mainland), Hungary, Italy (Mainland), Latvia, Liechtenstein, Macedonia, Malta, Poland, Romania, Russia (Central European), Russia (Eastern European), Russia (Northern European), Russia (Southern European), Slovakia, Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","","P","","P","P","","P","","","","","","","P","P","","","","","","","P","","P","P","","","P","","","P","","","P","","","P","P","","","","P","","","","","P","","","","P","P","P","P","","","","P","","","P","","P"
"29","5","nigerrima","0","","L. Koch, 1877","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Palearctic","Austria, Belgium, Czech Republic, Denmark, Finland, France (Mainland), Germany, Great Britain (Mainland), Italy (Mainland), Liechtenstein, Lithuania, Poland, Romania, Russia (Kaliningrad Region), Russia (Northern European), Russia (NW. European), Slovakia, Sweden, Switzerland","","","P","","P","","","P","","P","P","P","","","","","P","","","P","P","","","","","","","","","","","","","P","","","P","P","","","","","","","","","","P","","","","","P","","P","","","","P","","P","P","","P","","","","",""
"30","5","occidentalis","0","","Simon, 1878","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Western Europe","France (Mainland), Great Britain (Mainland), Italy (Mainland), Macedonia, Slovenia, Spain (Mainland), Yugoslavia","","","","","","","","","","","","","","","","P","","","","P","P","","","","","","","","","","","","","P","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","P","","","","","","P"
"31","5","leporina","0","","(L. Koch, 1866)","0","","","0","0","0","0","","","","","","","","","","Hele edderkoppen fremtræder brun med bagkrop og ben lysere ned forkroppen. Slægtens to andre danske art, <i>G. nigerrima</i> og <i>G. bicolor</i>er til sammenligning henholdvis sorte, sidstnævnte med røde ben.","Overall brownish with cephalothorax darker than the abdomen and legs.","5.5-7","7-9","Fugtig hede.","Moist heather.","","","","","","","","Sommer","Summer","","","","","","","","","","","I Danmark kun kendt fra Jylland. Ret sjælden men dog almindeligere end <i>G. nigerrima</i>, som kun er kendt fra Østjylland. Arten er vidt udbredt i Europa men lokal.","Only in western parts of Denmark. Widespread in Europe, but local.","","","","","","","","Palearctic","Andorra, Austria, Belgium, Bulgaria, Denmark, Estonia, Finland, France (Mainland), Germany, Great Britain (Mainland), Italy (Mainland), Latvia, Liechtenstein, Netherlands, Norway (Mainland), Romania, Russia (Eastern European), Russia (Northern European), Russia (Southern European), Spain (Mainland), Sweden, Switzerland","P","","P","","P","P","","P","","","P","P","P","","","P","P","","","P","P","","","","","","","","","","","","","P","","","P","","","P","","","","","P","P","","","","","","","P","","","","","P","P","P","","P","","","","","","",""
"32","6","trifasciata","0","","(O. P.-Cambridge, 1872)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","= A. seminigra","","","","","","","","","","Palearctic","Andorra, Bulgaria, Croatia, France (Corsica), France (Mainland), Greece (Dodecanese Islands), Greece (Mainland), Hungary, Italy (Mainland), Italy (Sardinia), Italy (Sicily), Portugal (Mainland), Romania, Russia (Central European), Russia (Southern European), Slovakia, Spain (Balearic Islands), Spain (Mainland), Ukraine, Yugoslavia","P","","","","","P","","","","","","","","P","","P","","","P","P","","","","","","","P","P","","P","P","","","P","P","P","","","","","","","","","","","","","","","P","","P","","","","P","","","P","","","","P","","","P","","P"
"33","7","variana","0","","(C. L. Koch, 1839) ","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Europe to Central Asia","Andorra, Belgium, Bulgaria, Estonia, Finland, France (Mainland), Germany, Greece (Mainland), Hungary, Italy (Mainland), Italy (Sicily), Latvia, Liechtenstein, Macedonia, Norway (Mainland), Poland, Portugal (Mainland), Romania, Russia (Central European), Russia (Eastern European), Russia (Northern European), Russia (NW. European), Russia (Southern European), Slovakia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","P","","","","P","P","","P","","","P","","P","","","P","P","","","P","","","","","","","","P","","","P","","","P","","P","P","","","P","","","P","","","P","","P","","","P","","P","","","","P","P","P","P","P","P","","P","","","P","","P"
"35","8","braccatus","0","","(L. Koch, 1866) ","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Palearctic","Andorra, Austria, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France (Mainland), Germany, Great Britain (Mainland), Hungary, Italy (Mainland), Italy (Sicily), Latvia, Macedonia, Netherlands, Poland, Portugal (Mainland), Romania, Russia (Central European), Russia (Eastern European), Russia (NW. European)?, Russia (Southern European), Slovakia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","","P","","P","P","P","P","","","P","P","","","P","P","","","","","","","","","P","P","","","P","","P","","","","P","","","P","","P","","","P","","","P","","P","","","","P","P","","P","PQ","P","","P","","","P","","P"
"36","9","nocturna","0","","(Linnaeus, 1758) ","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Palearctic","Andorra, Austria, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France (Corsica), France (Mainland), Germany, Great Britain (Mainland), Greece (Mainland), Hungary, Italy (Mainland), Italy (Sicily), Latvia, Macedonia, Netherlands, Norway (Mainland), Poland, Portugal (Mainland), Romania, Russia (Central European), Russia (Eastern European), Russia (Northern European), Russia (NW. European), Slovakia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","","P","","P","P","P","P","","","P","P","","P","P","P","","","","","","","P","","P","P","","","P","","P","","","","P","","","P","","P","P","","P","","","P","","P","","","","P","P","P","","P","P","","P","","","P","","P"
"37","10","alpina","0","","L. Koch, 1872","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holarctic","Austria, Finland, France (Mainland), Great Britain (Mainland), Italy (Mainland), Liechtenstein, Norway (Mainland), Russia (Eastern European), Russia (Northern European), Sweden, Switzerland","","","P","","","","","P","","","","","","","","","P","","","P","P","","","","","","","","","","","","","P","","","P","","","","","","","","","P","","","","","","","","","","","","P","P","","","P","","","","","","",""
"38","10","subopaca","0","","Westring, 1861","0","Bark myre-edderkop","Pine-tree ant-spider","0","0","0","0","","","","","","","","","","Lille <i>Micaria</i> art. Forkrop mørkebrun, relativt sparsomt behåret med hvide hår. Bagkrop blåsort, metalskinnende med en enkelt skarptaftegnet hvid tværlinie som er brudt på midten. Ben brune, undtagen femora der er mørke. Femora  på de to bagerste benpar har tydelige lyse længdestriber.","","2.5-3","2.8-3.3","Solbeskinnede træstammer i fyrre- og granskove, undertiden også på stammer af fritstående og allé træer.","","","","","","","","","Forår og sommer.","Spring and summer.","","","","","","","","","","","Vidt udbredt i Danmark men meget lokal. Ret sjælden i Mellemeuropa. Hvor den forekommer kan den undertiden være talrig.","","","","","","","","","Palearctic","Austria, Belarus, Belgium, Bulgaria, Czech Republic, Denmark, Estonia, Finland, France (Mainland), Germany, Great Britain (Mainland), Hungary, Italy (Mainland), Latvia, Lithuania, Macedonia, Moldova, Netherlands, Norway (Mainland), Poland, Romania, Russia (Central European), Russia (Eastern European), Russia (Northern European), Russia (NW. European), Slovakia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","","","P","","P","P","P","P","","P","P","P","P","","","P","P","","","P","P","","","","","","","","","","P","","","P","","","","P","","P","","P","P","","P","P","","P","","","","","P","","","","P","P","P","","P","P","","P","","","P","","P"
"39","10","silesiaca","0","","L. Koch, 1875","0","Sand myre-edderkop","Sand ant-spider","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Palearctic","Austria, Belarus, Belgium, Bulgaria, Czech Republic, Denmark, Estonia, Finland, France (Mainland), Germany, Great Britain (Mainland), Greece (Mainland), Hungary?, Italy (Mainland), Lithuania, Macedonia, Moldova, Netherlands, Norway (Mainland), Poland, Romania, Russia (Central European), Russia (Eastern European), Russia (Northern European), Russia (NW. European), Slovakia, Sweden, Switzerland, Yugoslavia","","","P","","P","P","P","P","","P","P","P","P","","","","P","","","P","P","","","","","","","P","","","PQ","","","P","","","","P","","","","P","P","","P","P","","P","","","","","P","","","","P","P","P","","P","P","","P","","","","","P"
"40","10","pulicaria","0","","(Sundevall, 1831)","0","Almindelig myre-edderkop","Glossy ant-spider","0","0","0","0","","","","","","","","","","Hoved sort med hvide linier udgående fra fovea i forskellige retninger og med moderat metalglans. Bagkrop sort med kraftig metalglans og et par tværgående hvide linier dorsalt. Bagerst tre hvide pletter i langsgående række. Femora I og II er sorte, mens femora III og IV er mørkebrune.","Head black with radiating white lines. Iridescense less pronounced compared to the highly iredescent abdomen. There are two transverse, white lines on the abdomen, followed by three dots. Femora I and II are black, while femora III and IV are dark brown.","3-3.5","2.7-4.5","Varme tørre steder i mange habitat typer, undertiden også haver.","Dry and sunny places in a variety of situations, including gardens.","","","","","","","","Forår og sommer.","Spring and summer.","","","","","","","","","","","Vidt udbredt i Danmark og Europa og generelt almindelig i egnede habitater.","Widespread in Denmark and Europe and generally common in suitable habitats.","","","","","","","","Holarctic","Austria, Belarus, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France (Corsica), France (Mainland), Germany, Great Britain (Channel Islands), Great Britain (Mainland), Great Britain (Northern Ireland), Greece (Crete), Greece (Mainland), Hungary, Iceland, Ireland, Italy (Mainland), Latvia, Liechtenstein, Lithuania, Macedonia, Netherlands, Norway (Mainland), Poland, Portugal (Mainland), Romania, Russia (Central European), Russia (Eastern European), Russia (Kaliningrad Region), Russia (Northern European), Russia (NW. European), Russia (Southern European), Slovakia, Spain (Mainland), Sweden, Switzerland, Yugoslavia","","","P","","P","P","P","P","","P","P","P","P","","","P","P","","P","P","P","P","","P","","","","P","P","P","P","P","P","P","","","P","P","","P","","","P","","P","P","","P","","","P","","P","","P","","P","P","P","P","P","P","","P","","","","","P"
"41","10","fulgens","0","","(Walckenaer, 1802) ","0","Skovmyre-edderkop","Purple ant-spider","0","0","0","0","","","","","","","","","","Stor, grålig og ret buttet <i>Micaria</i> art. Forkrop mørkebrun med grå hår på forkroppen bortset fra hovedregionen der er beklædt med metalskinnende hår som alt efter lyset har glans i gule eller røde farver.","","4.5-5.5","4.5-6","Tørre, sandede steder gerne med lyng, hvor arten kan sigtes fra solbeskinnet førn. I Mellemeuropa ses arten også i stenede områder og i fyrreskove , herunder skovkanter.","","","","","","","","","Forår og sommer","","","","","","","","","","","","Ret sjælden i Danmark med fund fra Østjylland, hvor arten blandt andet træffes i Salten Langsø området og på Samsø. Arten er også fundet i nordvest Sjælland. Mere almindelig i Mellemeuropa.","","","","","","","","","Europe to Central Asia, North Africa","Andorra, Austria, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France (Mainland), Germany, Greece (Mainland), Hungary, Italy (Mainland), Latvia, Liechtenstein, Lithuania, Macedonia, Netherlands, Norway (Mainland), Poland, Portugal (Mainland), Romania, Russia (Central European), Russia (Eastern European), Russia (NW. European), Slovakia, Slovenia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","","P","","P","P","P","P","","","P","P","","","P","","","","","","","","P","","P","P","","","P","","","P","P","","P","","","P","","P","P","","P","","","P","","P","","","","P","P","","","P","P","P","P","","","P","","P"
"42","10","formicaria","0","","(Sundevall, 1831)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Palearctic","Andorra, Austria, Belgium, Bulgaria, Croatia, Czech Republic, Estonia?, Finland, France (Mainland), Germany, Hungary, Italy (Mainland), Liechtenstein, Macedonia, Malta, Moldova, Netherlands, Norway (Mainland), Poland, Portugal (Mainland), Romania, Russia (Central European), Russia (Eastern European), Slovakia, Slovenia, Spain (Balearic Islands), Spain (Mainland), Sweden, Switzerland, Yugoslavia","P","","P","","P","P","","P","","P","P","","PQ","P","","P","P","","","P","","","","","","","","","","P","P","","","P","","","P","","","","","P","P","P","P","P","","P","","","P","","P","","","","P","P","","","","P","P","P","","","","","P"
"43","10","albovittata","0","","(Lucas, 1846)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Palearctic","Andorra, Austria, Belgium, Bulgaria, Croatia, Czech Republic, France (Corsica), France (Mainland), Great Britain (Mainland), Greece (Crete), Greece (Dodecanese Islands), Greece (Mainland), Hungary, Italy (Mainland), Latvia, Macedonia, Portugal (Madeira), Portugal (Mainland), Romania, Russia (Northern European)?, Russia (NW. European)?, Slovakia, Slovenia, Spain (Mainland), Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","","P","","P","","","","","","P","","","P","P","P","","","","","","P","P","P","P","P","","","P","","","","","","P","","","P","","","","","","","P","P","","P","","","","","","PQ","","PQ","","P","P","","","P","","P"
"44","10","dives","0","","(Lucas, 1846)","0","Juvel myre-edderkop","Jewel ant-spider","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Palearctic","Austria, Belarus, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, France (Corsica), France (Mainland), Germany, Greece (Crete), Greece (Mainland), Hungary, Italy (Mainland), Macedonia, Netherlands, Portugal (Mainland), Romania, Russia (Southern European), Slovakia, Slovenia, Spain (Mainland), Ukraine","","","P","","P","P","P","","","P","P","P","","","","P","","","P","P","","","","","","","","P","P","P","P","","","P","","","","","","","","","P","","P","","","","","","P","","P","","","","","","","P","","","P","P","","","P","",""
"45","11","corticalis","0","","(Walckenaer, 1802)","0","","","0","0","0","0","","","","","","","","","","Samme bagkropstegninger med mørkt hjertemærke og sildebensmønster som hos <i>C. compta</i>, men farven er mørkere, nærmest brunlilla. <i>Clubiona corticalis</i> er også betydeligt større end <i>C. compta</i>. Arten bør derfor ikke kunne forveksles med andre <i>Clubiona</i> arter.","Same abdominal markings as in <i>C. compta</i>, but darker and the spider is much larger. The distictive appearance separates this species from all other  <i>Clubiona</i> species.","6-10","7-10","Under bark af træer, ofte sidder retræter fra mange individer tæt sammen.","Under the bark of trees, sometimes retreats of many specimens close together.","","","","","","","","Forår og sommer.","Spring and summer.","","","","","","","","","","","Lokalt almindelig på Sjælland, meget sjælden i Jylland. Vidt udbredt i Europa, og almindeligere mod syd.","In Denmark, locally common in eastern parts, very rare in western parts. More common in countries to the south of Denmark.","","","","","","","","Europe to Central Asia","Austria, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, France (Corsica), France (Mainland), Germany, Great Britain (Mainland), Greece (Mainland), Hungary, Italy (Mainland), Italy (Sicily), Liechtenstein, Macedonia, Netherlands, Poland, Portugal (Mainland), Romania, Slovakia, Slovenia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","","","P","","P","P","","P","","P","P","P","","","","P","","","P","P","P","","","","","","","P","","P","P","","","P","","P","P","","","","","","P","","P","","","P","","","P","","P","","","","","","","","","P","P","P","","","P","","P"
